Filename,Mean,Standard Deviation,Variance,Skew,Kurtosis
HD_24085 SECTOR 28.csv,244187.9062024877,329.3513050174793,108472.2821167167,-0.40817836733889845,-0.5162513707695444
BD+20_274 SECTOR 17.csv,80369.28830011956,8978.71571125273,80617335.82349661,-8.837334584755524,76.13558025010778
CoRoT-20 SECTOR 33.csv,257.3574643322779,6.177470221981989,38.1611383434742,-0.010943956798789536,0.36112333495864757
HD_10647 SECTOR 29.csv,1589400.5547075307,991.9955796966076,984055.2301376086,-0.7096360600367094,0.3585196392452423
HD_13808 SECTOR 30.csv,148731.39717002478,94.58022971932404,8945.419853760106,-0.5266285202241363,0.7659697560004397
HAT-P-20 SECTOR 44.csv,13944.168242938553,119.01289214316215,14164.068496279946,-0.05199635782717892,-0.9007690014977388
G_9-40 SECTOR 44.csv,2871.8777571095,13.891983393546809,192.98720260658033,-0.13719776883074936,0.18260138523439817
HAT-P-50 SECTOR 7.csv,4122.339082074201,11.389871979608785,129.72918371187734,0.1825509248048408,5.317274661536511
HD_23472 SECTOR 34.csv,48199.84739069421,1197.1362658810372,1433135.2390875933,7.224219941041949,53.21637064954078
HD_23079 SECTOR 31.csv,373452.85083149717,181.02117388561138,32768.66539492475,-0.6997152719182996,1.2410560232427663
HATS-25 SECTOR 11.csv,1255.0081288241868,15.477088668747784,239.54027366028106,0.17449946395115115,0.21179397522186427
HD_2685 SECTOR 27.csv,32456.7032607878,83.80552509499371,7023.366036447621,-1.6119511264363593,6.2143595482690746
CoRoT-18 SECTOR 6.csv,245.0146972737795,3.7605771675123454,14.141940632815174,-0.03811385000688669,-0.018326596138038553
HD_1690 SECTOR 42.csv,92804.40539774548,168.3402755409066,28338.448369188354,2.013090984914191,26.096596345558662
HD_16417 SECTOR 30.csv,1343311.993545265,744.7659825336692,554676.3687393417,-2.1562141788425238,10.946212231354771
HD_2638 SECTOR 30.csv,54186.068866655274,62.94429594598691,3961.984392135984,0.3331865960947929,11.166280480950093
HD_4208 SECTOR 3.csv,211164.05607931467,103.40413795599166,10692.415746421755,-2.5852313301622183,10.45249321140288
HATS-55 SECTOR 34.csv,1532.206812225156,32.042816027102496,1026.7420589467365,-0.416544222906562,1.9295737229367829
GJ_758 SECTOR 41.csv,859000.727439587,318.7036145991157,101571.99395854169,2.7055161816633166,87.00109181718355
GSC_08047-00232 SECTOR 29.csv,14848.565034190418,113.32138007143796,12841.735181295297,0.12459787942158847,-0.77983863640624
BD+63_1405 SECTOR 15.csv,86890.07854448138,68.68392697913778,4717.48182527553,-0.6626159545587578,1.2607816700886798
AB_Pic SECTOR 37.csv,74078.60436945263,485.3959653280224,235609.24315672272,-0.7357636733579327,-0.23608701592260317
COCONUTS-2A SECTOR 13.csv,36738.989006275726,514.0506087971054,264248.02840467467,13.99351527155887,353.519627649517
BD+26_1888 SECTOR 46.csv,44059.888472994,57.42794554109195,3297.968929070623,-0.5263577825429875,-0.23488790918889402
HATS-68 SECTOR 29.csv,2650.6850654569416,22.428285503504593,503.0279906267143,108.85786932311899,26058.511929212535
HD_20003 SECTOR 6.csv,124392.31444247667,126.32583862057763,15958.217503192222,1.3578883735459462,8.449732809344626
HD_20868 SECTOR 31.csv,38565.01768100899,29.117299053894683,847.8171041939362,-0.040313180765246905,0.8392404256877208
GJ_3942 SECTOR 23.csv,61747.67378638672,141.42869458044765,20002.075650729545,0.6937982872457014,-0.07210051368240222
GJ_758 SECTOR 40.csv,869074.5947994262,386.3284676730706,149249.68493462272,1.409155329338629,35.674427001129004
HATS-17 SECTOR 10.csv,2818.1566441568975,157.07312290967073,24671.96594059653,-7.809759937683234,70.67623018541548
HD_26965 SECTOR 5.csv,5627183.677701241,4767.569703393777,22729720.876718223,-0.1414810458807074,-0.3554468657028873
HD_20003 SECTOR 29.csv,128955.00493695604,77.61991846247118,6024.851742120673,-0.4325896542177002,1.0609821712816991
HD_13808 SECTOR 29.csv,150513.35641697806,104.24007114315107,10865.992431929197,-0.17026459668497887,1.3908245363213867
HATS-7 SECTOR 37.csv,1364.4634581463915,16.599918609560508,275.55729784403326,-0.07621431686791519,0.5749915246323969
HATS-26 SECTOR 35.csv,1329.071645265816,24.617175286543926,606.005319088429,-3.1760915597450974,16.595111156382288
CoRoT-19 SECTOR 6.csv,806.244200379247,16.098522391021962,259.16242317423547,0.053120184999918475,-1.0151128974133938
BD+26_1888 SECTOR 44.csv,43767.897773073615,44.80185367989512,2007.2060931547317,-0.4359577888535491,6.258243948009466
HATS-3 SECTOR 1.csv,3285.634934530326,17.587375858979456,309.3157896050134,-1.1720030663344092,2.2655984365562896
HAT-P-3 SECTOR 22.csv,7479.520355357911,19.198179988156816,368.57011485766486,-2.0828737104775845,7.802196286203886
GU_Psc SECTOR 17.csv,2256.817934191921,1070.225485381096,1145382.5895592023,-112.45107488199633,13617.146700223533
EPIC_201841433 SECTOR 45.csv,300.7410537596171,6.072500995674188,36.875268342464004,0.1399403911278803,0.6741008825113717
AB_Pic SECTOR 34.csv,74075.20203160425,1977.7660008483683,3911558.354111748,-0.04970316241039276,-1.3022898063570285
HD_4308 SECTOR 28.csv,665471.9497992363,242.15453256555264,58638.81764204129,-0.34330535647965127,-0.03173028487416074
DH_Tau SECTOR 43.csv,5653.501667223902,205.77773951399712,42344.47807949045,0.16886945470965595,0.6305112453515611
CoRoT-13 SECTOR 6.csv,571.0099171723292,4.724894745521637,22.324630356257977,-0.0458499781232368,0.1650285605569315
HD_2952 SECTOR 18.csv,1491439.843437785,1375.6399282344348,1892385.212152841,1.5973314899830116,4.276174705734974
